title,released_year,duration,genre,description,Rated,Released,Runtime,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,imdbRating,imdbVotes,imdbID,Type,BoxOffice,totalSeasons,imageid,format
Ezra,2017,2h 16m,Horror,"Priya has recently moved to Kochi along with her husband and brings along an antique Jewish trunk, unaware that it contains a dybbuk, a revenge-hungry spirit.",,10 Feb 2017,147 min,Jay.k,"Manu Gopal, Jay.k, Jai Krishna","Prithviraj Sukumaran, Priya Anand, Tovino Thomas",Ranajn and Priya moved to Cochin and Priya bought an antique Jewish box. When she opens the box the spirit in the box came out and possess her. Then later Ranjan knowing that the box is not an ordinary box it is a Dybbuk box which contains a malicious spirit of a dead person.The film depicts how he is going to save his wife from this malicious spirit.,Malayalam,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}]",6.6,"3,123",tt5892746,movie,₹50.36 Cr,,318,
Ezra,2017,2h 16m,Mystery,"Priya has recently moved to Kochi along with her husband and brings along an antique Jewish trunk, unaware that it contains a dybbuk, a revenge-hungry spirit.",,10 Feb 2017,147 min,Jay.k,"Manu Gopal, Jay.k, Jai Krishna","Prithviraj Sukumaran, Priya Anand, Tovino Thomas",Ranajn and Priya moved to Cochin and Priya bought an antique Jewish box. When she opens the box the spirit in the box came out and possess her. Then later Ranjan knowing that the box is not an ordinary box it is a Dybbuk box which contains a malicious spirit of a dead person.The film depicts how he is going to save his wife from this malicious spirit.,Malayalam,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}]",6.6,"3,123",tt5892746,movie,₹50.36 Cr,,318,
Ezra,2017,2h 16m,Thriller,"Priya has recently moved to Kochi along with her husband and brings along an antique Jewish trunk, unaware that it contains a dybbuk, a revenge-hungry spirit.",,10 Feb 2017,147 min,Jay.k,"Manu Gopal, Jay.k, Jai Krishna","Prithviraj Sukumaran, Priya Anand, Tovino Thomas",Ranajn and Priya moved to Cochin and Priya bought an antique Jewish box. When she opens the box the spirit in the box came out and possess her. Then later Ranjan knowing that the box is not an ordinary box it is a Dybbuk box which contains a malicious spirit of a dead person.The film depicts how he is going to save his wife from this malicious spirit.,Malayalam,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}]",6.6,"3,123",tt5892746,movie,₹50.36 Cr,,318,
Ezra,2017,2h 16m,Horror,"Priya has recently moved to Kochi along with her husband and brings along an antique Jewish trunk, unaware that it contains a dybbuk, a revenge-hungry spirit.",,10 Feb 2017,147 min,Jay.k,"Manu Gopal, Jay.k, Jai Krishna","Prithviraj Sukumaran, Priya Anand, Tovino Thomas",Ranajn and Priya moved to Cochin and Priya bought an antique Jewish box. When she opens the box the spirit in the box came out and possess her. Then later Ranjan knowing that the box is not an ordinary box it is a Dybbuk box which contains a malicious spirit of a dead person.The film depicts how he is going to save his wife from this malicious spirit.,Tamil,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}]",6.6,"3,123",tt5892746,movie,₹50.36 Cr,,318,
Ezra,2017,2h 16m,Mystery,"Priya has recently moved to Kochi along with her husband and brings along an antique Jewish trunk, unaware that it contains a dybbuk, a revenge-hungry spirit.",,10 Feb 2017,147 min,Jay.k,"Manu Gopal, Jay.k, Jai Krishna","Prithviraj Sukumaran, Priya Anand, Tovino Thomas",Ranajn and Priya moved to Cochin and Priya bought an antique Jewish box. When she opens the box the spirit in the box came out and possess her. Then later Ranjan knowing that the box is not an ordinary box it is a Dybbuk box which contains a malicious spirit of a dead person.The film depicts how he is going to save his wife from this malicious spirit.,Tamil,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}]",6.6,"3,123",tt5892746,movie,₹50.36 Cr,,318,
Ezra,2017,2h 16m,Thriller,"Priya has recently moved to Kochi along with her husband and brings along an antique Jewish trunk, unaware that it contains a dybbuk, a revenge-hungry spirit.",,10 Feb 2017,147 min,Jay.k,"Manu Gopal, Jay.k, Jai Krishna","Prithviraj Sukumaran, Priya Anand, Tovino Thomas",Ranajn and Priya moved to Cochin and Priya bought an antique Jewish box. When she opens the box the spirit in the box came out and possess her. Then later Ranjan knowing that the box is not an ordinary box it is a Dybbuk box which contains a malicious spirit of a dead person.The film depicts how he is going to save his wife from this malicious spirit.,Tamil,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}]",6.6,"3,123",tt5892746,movie,₹50.36 Cr,,318,
Ezra,2017,2h 16m,Horror,"Priya has recently moved to Kochi along with her husband and brings along an antique Jewish trunk, unaware that it contains a dybbuk, a revenge-hungry spirit.",,10 Feb 2017,147 min,Jay.k,"Manu Gopal, Jay.k, Jai Krishna","Prithviraj Sukumaran, Priya Anand, Tovino Thomas",Ranajn and Priya moved to Cochin and Priya bought an antique Jewish box. When she opens the box the spirit in the box came out and possess her. Then later Ranjan knowing that the box is not an ordinary box it is a Dybbuk box which contains a malicious spirit of a dead person.The film depicts how he is going to save his wife from this malicious spirit.,Telugu,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}]",6.6,"3,123",tt5892746,movie,₹50.36 Cr,,318,
Ezra,2017,2h 16m,Mystery,"Priya has recently moved to Kochi along with her husband and brings along an antique Jewish trunk, unaware that it contains a dybbuk, a revenge-hungry spirit.",,10 Feb 2017,147 min,Jay.k,"Manu Gopal, Jay.k, Jai Krishna","Prithviraj Sukumaran, Priya Anand, Tovino Thomas",Ranajn and Priya moved to Cochin and Priya bought an antique Jewish box. When she opens the box the spirit in the box came out and possess her. Then later Ranjan knowing that the box is not an ordinary box it is a Dybbuk box which contains a malicious spirit of a dead person.The film depicts how he is going to save his wife from this malicious spirit.,Telugu,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}]",6.6,"3,123",tt5892746,movie,₹50.36 Cr,,318,
Ezra,2017,2h 16m,Thriller,"Priya has recently moved to Kochi along with her husband and brings along an antique Jewish trunk, unaware that it contains a dybbuk, a revenge-hungry spirit.",,10 Feb 2017,147 min,Jay.k,"Manu Gopal, Jay.k, Jai Krishna","Prithviraj Sukumaran, Priya Anand, Tovino Thomas",Ranajn and Priya moved to Cochin and Priya bought an antique Jewish box. When she opens the box the spirit in the box came out and possess her. Then later Ranjan knowing that the box is not an ordinary box it is a Dybbuk box which contains a malicious spirit of a dead person.The film depicts how he is going to save his wife from this malicious spirit.,Telugu,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}]",6.6,"3,123",tt5892746,movie,₹50.36 Cr,,318,
Middle Class Ambala,2017,2h 12m,Action,"Young, middle-class boy Nani has to protect his sister-in-law, a transport official from a gangster, who runs an illegal transport business.",,,,,,,,,,,,,,,,,,319,
